Movie_Name,Star_Distribution
永恒和一日 Μια αιωνιότητα και μια μερα,"[60.3, 30.3, 8.1, 0.9, 0.4]"
永远的三丁目的夕阳 ALWAYS 三丁目の夕日,"[52.4, 37.5, 9.2, 0.7, 0.2]"
求婚大作战特别篇 プロポーズ大作戦スペシャル,"[49.2, 35.3, 14.3, 1.0, 0.1]"
沉静如海 Le silence de la mer,"[61.9, 31.5, 6.2, 0.3, 0.1]"
沉默的羔羊 The Silence of the Lambs,"[50.8, 39.7, 8.8, 0.5, 0.1]"
沙漠之花 Desert Flower,"[46.9, 42.6, 9.8, 0.6, 0.1]"
波西米亚狂想曲 Bohemian Rhapsody,"[50.3, 37.5, 10.8, 1.1, 0.2]"
泰坦尼克号 Titanic,"[73.1, 22.7, 3.9, 0.2, 0.1]"
洛城机密 L.A. Confidential,"[45.8, 44.0, 9.6, 0.5, 0.1]"
洛奇 Rocky,"[44.7, 43.6, 11.0, 0.6, 0.2]"
洞 Le trou,"[66.5, 28.3, 4.6, 0.4, 0.2]"
活着,"[66.1, 28.6, 4.9, 0.3, 0.1]"
浪潮 Die Welle,"[48.0, 41.8, 9.4, 0.7, 0.2]"
海上钢琴师 La leggenda del pianista sull'oceano,"[68.2, 25.9, 5.2, 0.5, 0.2]"
海盗电台 The Boat That Rocked,"[47.7, 36.8, 13.2, 1.8, 0.6]"
海蒂和爷爷 Heidi,"[64.2, 29.6, 5.7, 0.4, 0.1]"
海街日记 海街diary,"[47.4, 42.6, 9.4, 0.5, 0.1]"
海边的曼彻斯特 Manchester by the Sea,"[43.7, 43.8, 11.5, 0.9, 0.2]"
消失的爱人 Gone Girl,"[47.7, 42.6, 8.9, 0.6, 0.2]"
灿烂人生 La meglio gioventù,"[74.9, 20.1, 4.2, 0.6, 0.3]"
热天午后 Dog Day Afternoon,"[44.6, 44.0, 10.5, 0.7, 0.2]"
焦土之城 Incendies,"[44.0, 44.2, 10.2, 1.2, 0.5]"
熊的故事 L'ours,"[61.9, 30.8, 6.6, 0.5, 0.2]"
熔炉 도가니,"[69.6, 26.2, 3.8, 0.2, 0.1]"
燃情岁月 Legends of the Fall,"[51.7, 36.2, 10.8, 1.0, 0.3]"
燕尾蝶 スワロウテイル,"[47.8, 38.0, 12.7, 1.2, 0.3]"
爆裂鼓手 Whiplash,"[47.2, 40.3, 11.1, 1.1, 0.4]"
爱·回家 집으로...,"[62.8, 29.0, 7.3, 0.6, 0.3]"
爱乐之城 La La Land,"[41.3, 38.8, 17.0, 2.3, 0.7]"
爱在午夜降临前 Before Midnight,"[53.8, 34.9, 10.0, 1.0, 0.3]"
爱在日落黄昏时 Before Sunset,"[53.2, 35.1, 10.3, 1.1, 0.3]"
爱在黎明破晓前 Before Sunrise,"[52.9, 35.3, 10.5, 1.1, 0.3]"
爱的曝光 愛のむきだし,"[40.1, 37.1, 17.6, 3.7, 1.4]"
牯岭街少年杀人事件 牯嶺街少年殺人事件,"[54.2, 34.0, 10.1, 1.2, 0.4]"
特工 공작,"[40.7, 46.2, 12.1, 0.8, 0.2]"
狐狸与我 Le renard et l'enfant,"[43.5, 42.8, 12.5, 0.9, 0.2]"
狗镇 Dogville,"[43.7, 38.7, 14.0, 2.4, 1.1]"
狩猎 Jagten,"[61.5, 32.1, 5.7, 0.5, 0.3]"
独立时代 獨立時代,"[51.0, 38.9, 9.2, 0.7, 0.2]"
狼的孩子雨和雪 おおかみこどもの雨と雪,"[45.1, 41.2, 12.6, 0.9, 0.2]"
猜火车 Trainspotting,"[44.4, 40.4, 13.5, 1.3, 0.4]"
猫鼠游戏 Catch Me If You Can,"[53.8, 38.9, 6.9, 0.3, 0.1]"
玛丽和马克思 Mary and Max,"[56.5, 33.8, 8.6, 0.8, 0.2]"
现代启示录 Apocalypse Now,"[40.5, 42.4, 14.8, 1.8, 0.6]"
甘地传 Gandhi,"[43.5, 43.5, 11.7, 1.0, 0.3]"
甜蜜蜜,"[50.8, 39.4, 9.2, 0.5, 0.1]"
生活多美好 It's a Wonderful Life,"[68.9, 25.4, 5.1, 0.4, 0.2]"
用心棒,"[52.4, 39.9, 7.0, 0.5, 0.2]"
痛苦与荣耀 Dolor y gloria,"[42.2, 46.6, 10.2, 0.8, 0.2]"
登堂入室 Dans la maison,"[41.1, 45.1, 12.4, 1.1, 0.3]"
百万美元宝贝 Million Dollar Baby,"[43.0, 45.0, 11.2, 0.6, 0.1]"
盗梦空间 Inception,"[70.3, 25.3, 4.0, 0.2, 0.1]"
相助 The Help,"[49.0, 42.6, 7.9, 0.4, 0.1]"
看不见的客人 Contratiempo,"[48.5, 42.2, 8.8, 0.4, 0.1]"
真爱至上 Love Actually,"[45.8, 38.5, 14.2, 1.3, 0.3]"
神探夏洛克(试播集) Sherlock S01E00 Pilot,"[52.9, 38.4, 8.1, 0.4, 0.1]"
神探夏洛克：最后的誓言 Sherlock: His Last Vow,"[52.1, 37.6, 9.3, 0.6, 0.2]"
禁闭岛 Shutter Island,"[48.7, 41.7, 9.0, 0.6, 0.1]"
福音战士新剧场版：Q ヱヴァンゲリヲン新劇場版：Q,"[44.7, 33.9, 17.2, 3.0, 1.3]"
福音战士新剧场版：序 ヱヴァンゲリヲン新劇場版：序,"[63.7, 28.3, 7.2, 0.6, 0.3]"
福音战士新剧场版：破 ヱヴァンゲリヲン新劇場版：破,"[70.7, 22.8, 5.6, 0.5, 0.3]"
秋刀鱼之味 秋刀魚の味,"[47.1, 43.3, 8.8, 0.6, 0.2]"
秒速5厘米 秒速5センチメートル,"[40.7, 37.8, 18.3, 2.5, 0.7]"
穆赫兰道 Mulholland Dr.,"[41.8, 38.7, 15.4, 2.7, 1.4]"
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,"[58.8, 35.2, 5.5, 0.3, 0.1]"
穿越时空的少女 時をかける少女,"[46.0, 40.7, 12.3, 0.9, 0.2]"
窃听风暴 Das Leben der Anderen,"[64.0, 29.9, 5.6, 0.4, 0.1]"
童年往事,"[51.6, 39.1, 8.4, 0.8, 0.2]"
第七封印 Det sjunde inseglet,"[41.2, 40.1, 15.5, 2.2, 1.0]"
第六感 The Sixth Sense,"[52.1, 38.8, 8.4, 0.5, 0.1]"
精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora É Outro,"[48.8, 38.7, 11.1, 1.1, 0.3]"
素媛 소원,"[65.7, 29.3, 4.6, 0.3, 0.1]"
红鳉鱼 赤めだか,"[57.8, 35.3, 6.5, 0.3, 0.2]"
纵横四海 緃横四海,"[49.9, 39.5, 9.8, 0.6, 0.1]"
结婚礼服 웨딩드레스,"[42.2, 42.2, 14.2, 1.2, 0.2]"
绿洲 오아시스,"[42.2, 44.4, 11.8, 1.2, 0.4]"
绿皮书 Green Book,"[54.3, 38.6, 6.7, 0.4, 0.1]"
绿里奇迹 The Green Mile,"[50.6, 37.8, 10.4, 0.9, 0.3]"
编舟记 舟を編む,"[41.4, 46.3, 11.5, 0.6, 0.1]"
罗生门 羅生門,"[50.3, 38.7, 9.9, 0.9, 0.3]"
罗马假日 Roman Holiday,"[58.0, 34.3, 7.3, 0.3, 0.1]"
美丽人生 La vita è bella,"[79.8, 17.6, 2.3, 0.2, 0.1]"
美丽心灵 A Beautiful Mind,"[56.5, 36.2, 6.8, 0.3, 0.1]"
美国丽人 American Beauty,"[40.4, 44.6, 13.9, 0.9, 0.2]"
美国往事 Once Upon a Time in America,"[65.3, 28.0, 6.0, 0.5, 0.2]"
老爷车 Gran Torino,"[43.4, 44.2, 11.2, 0.9, 0.2]"
聚焦 Spotlight,"[50.2, 40.9, 8.3, 0.5, 0.1]"
背靠背，脸对脸,"[73.8, 23.6, 2.4, 0.1, 0.1]"
胜者即是正义 2014SP リーガルハイ・スペシャル,"[44.2, 40.2, 14.2, 1.1, 0.3]"
胜者即是正义SP リーガル・ハイSP,"[56.9, 35.2, 7.5, 0.4, 0.1]"
自闭历程 Temple Grandin,"[52.1, 39.4, 7.8, 0.6, 0.1]"
至暗时刻 Darkest Hour,"[41.3, 46.5, 11.4, 0.7, 0.2]"
至爱梵高·星空之谜 Loving Vincent,"[44.1, 39.7, 14.4, 1.6, 0.3]"
致命ID Identity,"[48.5, 41.4, 9.3, 0.6, 0.2]"
致命魔术 The Prestige,"[52.5, 38.2, 8.6, 0.6, 0.2]"
芙蓉镇,"[61.4, 32.7, 5.5, 0.3, 0.1]"
花样年华 花樣年華,"[44.2, 43.3, 11.6, 0.8, 0.2]"
花火 HANA-BI,"[42.8, 44.3, 11.7, 1.0, 0.2]"
英国病人 The English Patient,"[40.9, 43.7, 13.9, 1.2, 0.3]"
英雄本色,"[45.3, 42.9, 11.2, 0.5, 0.1]"
茜茜公主 Sissi,"[40.9, 42.8, 15.4, 0.7, 0.1]"
茜茜公主3 Sissi - Schicksalsjahre einer Kaiserin,"[40.1, 43.1, 15.8, 0.9, 0.1]"
茶馆,"[75.9, 20.7, 3.1, 0.2, 0.1]"
荒岛余生 Cast Away,"[40.7, 46.8, 11.7, 0.6, 0.1]"
荒蛮故事 Relatos salvajes,"[49.4, 41.5, 8.4, 0.6, 0.2]"
荒野生存 Into the Wild,"[47.9, 36.7, 12.9, 1.9, 0.7]"
莫娣 Maudie,"[57.5, 36.1, 6.1, 0.3, 0.1]"
莫扎特传 Amadeus,"[46.6, 41.1, 11.3, 0.8, 0.2]"
莫里斯 Maurice,"[51.9, 38.2, 9.3, 0.5, 0.1]"
菊次郎的夏天 菊次郎の夏,"[51.6, 37.7, 9.7, 0.8, 0.2]"
萤火之森 蛍火の杜へ,"[54.1, 34.9, 10.0, 0.8, 0.2]"
萤火虫之墓 火垂るの墓,"[53.3, 33.2, 10.5, 1.7, 1.3]"
蓝白红三部曲之红 Trois couleurs: Rouge,"[47.9, 40.4, 10.8, 0.7, 0.2]"
蓝白红三部曲之蓝 Trois couleurs: Bleu,"[40.1, 44.8, 13.7, 1.1, 0.3]"
虎兄虎弟 Deux frères,"[41.2, 44.7, 13.2, 0.8, 0.1]"
蝙蝠侠：黑暗骑士 The Dark Knight,"[65.7, 27.1, 6.5, 0.5, 0.2]"
蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,"[49.2, 38.7, 10.9, 0.9, 0.3]"
蝴蝶 Le papillon,"[42.4, 45.5, 11.5, 0.5, 0.1]"
蝴蝶效应 The Butterfly Effect,"[49.9, 39.7, 9.6, 0.7, 0.2]"
血战钢锯岭 Hacksaw Ridge,"[46.4, 41.8, 10.8, 0.8, 0.2]"
血钻 Blood Diamond,"[42.4, 46.7, 10.3, 0.5, 0.1]"
被嫌弃的松子的一生 嫌われ松子の一生,"[55.6, 33.7, 9.1, 1.1, 0.4]"
被解救的姜戈 Django Unchained,"[45.8, 42.9, 10.4, 0.7, 0.2]"
西伯利亚的理发师 Сибирский цирюльник,"[46.9, 40.3, 11.4, 1.1, 0.2]"
西西里的美丽传说 Malèna,"[51.8, 39.0, 8.5, 0.5, 0.1]"
西部往事 C'era una volta il West,"[47.2, 38.7, 12.1, 1.4, 0.5]"
触不可及 Intouchables,"[66.4, 28.7, 4.6, 0.3, 0.1]"
让子弹飞,"[51.8, 36.4, 10.4, 1.0, 0.4]"
记忆碎片 Memento,"[44.5, 42.4, 11.7, 1.0, 0.3]"
请以你的名字呼唤我 Call Me by Your Name,"[55.5, 33.4, 9.6, 1.1, 0.5]"
谁先爱上他的 誰先愛上他的,"[44.9, 43.9, 10.0, 0.8, 0.4]"
贫民窟的百万富翁 Slumdog Millionaire,"[42.0, 44.9, 12.2, 0.7, 0.2]"
费城故事 Philadelphia,"[44.3, 45.2, 9.9, 0.5, 0.1]"
赛德克·巴莱 賽德克·巴萊,"[50.7, 37.7, 10.2, 1.0, 0.4]"
赛德克·巴莱(上)：太阳旗 賽德克·巴萊(上)太陽旗,"[52.9, 38.0, 8.2, 0.7, 0.3]"
赛德克·巴莱(下)：彩虹桥 賽德克·巴萊(下)彩虹橋,"[51.1, 37.4, 10.3, 0.9, 0.3]"
走出非洲 Out of Africa,"[43.3, 43.0, 12.6, 0.9, 0.2]"
超感猎杀：圣诞特别篇 Sense8: A Christmas Special,"[45.8, 37.5, 14.4, 1.8, 0.6]"
超感猎杀：完结特别篇 Sense8 Finale Special,"[70.9, 19.3, 7.6, 1.4, 0.7]"
超脱 Detachment,"[54.0, 35.7, 9.1, 0.9, 0.3]"
跳出我天地 Billy Elliot,"[49.8, 40.5, 9.1, 0.5, 0.1]"
辛德勒的名单 Schindler's List,"[77.9, 19.4, 2.5, 0.1, 0.1]"
辩护人 변호인,"[65.5, 29.4, 4.7, 0.3, 0.1]"
达拉斯买家俱乐部 Dallas Buyers Club,"[46.9, 44.2, 8.4, 0.4, 0.1]"
过年,"[45.5, 44.0, 10.0, 0.4, 0.1]"
这个杀手不太冷 Léon,"[74.1, 22.4, 3.2, 0.2, 0.1]"
这个男人来自地球 The Man from Earth,"[45.9, 37.2, 13.9, 2.1, 0.9]"
迷墙 Pink Floyd The Wall,"[54.0, 32.3, 11.6, 1.5, 0.6]"
迷恋荷尔蒙 Soldier's Girl,"[40.9, 45.8, 12.3, 0.8, 0.2]"
追梦赤子心 Rudy,"[51.5, 37.4, 10.2, 0.7, 0.2]"
遗愿清单 The Bucket List,"[42.8, 44.5, 11.9, 0.7, 0.1]"
那山那人那狗,"[41.0, 46.2, 12.0, 0.7, 0.1]"
重庆森林 重慶森林,"[49.1, 39.3, 10.6, 0.8, 0.3]"
野草莓 Smultronstället,"[47.8, 41.2, 10.0, 0.8, 0.3]"
金色梦乡 ゴールデンスランバー,"[40.2, 42.8, 14.9, 1.7, 0.4]"
金色池塘 On Golden Pond,"[50.2, 40.0, 9.1, 0.5, 0.1]"
钢琴家 The Pianist,"[61.9, 32.4, 5.4, 0.3, 0.1]"
铁拳男人 Cinderella Man,"[47.0, 43.1, 9.4, 0.5, 0.1]"
银魂完结篇：直到永远的万事屋 劇場版 銀魂 完結篇 万事屋よ永遠なれ,"[73.4, 19.1, 6.5, 0.6, 0.4]"
闻香识女人 Scent of a Woman,"[59.5, 33.1, 6.9, 0.4, 0.1]"
阳光姐妹淘 써니,"[51.4, 37.5, 10.0, 0.8, 0.2]"
阳光灿烂的日子,"[50.8, 39.3, 9.2, 0.5, 0.2]"
阿拉伯的劳伦斯 Lawrence of Arabia,"[48.8, 38.4, 11.4, 1.1, 0.3]"
阿甘正传 Forrest Gump,"[76.1, 20.7, 2.9, 0.2, 0.1]"
阿郎的故事,"[40.6, 46.0, 12.6, 0.7, 0.1]"
隐藏人物 Hidden Figures,"[47.6, 42.7, 9.1, 0.5, 0.1]"
雨人 Rain Man,"[45.2, 44.7, 9.6, 0.4, 0.1]"
雾中风景 Τοπίο στην ομίχλη,"[57.1, 32.6, 8.8, 1.1, 0.5]"
霸王别姬,"[81.6, 16.0, 2.1, 0.2, 0.1]"
青之炎 青の炎,"[46.7, 40.2, 12.0, 0.9, 0.2]"
青蛇,"[41.5, 43.7, 13.8, 0.9, 0.1]"
非常嫌疑犯 The Usual Suspects,"[45.2, 42.6, 11.1, 0.8, 0.3]"
面子 Saving Face,"[46.9, 41.5, 10.8, 0.7, 0.1]"
音乐之声 The Sound of Music,"[57.9, 34.3, 7.5, 0.3, 0.1]"
飞屋环游记 Up,"[57.2, 34.9, 7.4, 0.3, 0.1]"
飞越疯人院 One Flew Over the Cuckoo's Nest,"[61.9, 31.0, 6.5, 0.5, 0.2]"
饮食男女 飲食男女,"[61.7, 32.8, 5.2, 0.3, 0.1]"
香水 Perfume: The Story of a Murderer,"[41.3, 43.2, 13.5, 1.4, 0.5]"
骗中骗 The Sting,"[44.9, 44.9, 9.6, 0.5, 0.1]"
高地战 고지전,"[40.6, 45.2, 12.6, 1.1, 0.5]"
鬼子来了,"[68.2, 26.1, 5.1, 0.4, 0.2]"
魔术师 L'illusionniste,"[46.6, 41.7, 10.9, 0.7, 0.2]"
麦兜故事 麥兜故事,"[43.3, 40.8, 14.3, 1.2, 0.3]"
麻将 麻將,"[42.7, 45.3, 11.0, 0.8, 0.2]"
黄昏的清兵卫 たそがれ清兵衛,"[47.2, 43.5, 8.8, 0.5, 0.1]"
黑天鹅 Black Swan,"[41.6, 45.4, 12.0, 0.8, 0.2]"
黑客帝国动画版 The Animatrix,"[53.9, 33.7, 10.9, 1.2, 0.4]"
黑暗中的舞者 Dancer in the Dark,"[40.8, 37.5, 16.3, 3.6, 1.8]"
黑镜：圣诞特别篇 Black Mirror: White Christmas,"[62.5, 31.8, 5.3, 0.3, 0.1]"
侠女 俠女,"[40.0, 45.3, 12.9, 1.4, 0.4]"
兽兵卫忍风帖 獣兵衛忍風帖,"[42.4, 45.1, 11.4, 0.9, 0.2]"
剑风传奇 黄金时代篇2：多尔多雷攻略 ベルセルク 黄金時代篇II ドルドレイ攻略,"[45.7, 41.9, 11.1, 1.0, 0.3]"
剑风传奇 黄金时代篇3：降临 ベルセルク 黄金時代篇III 降臨,"[54.0, 34.5, 9.5, 1.3, 0.7]"
功夫,"[42.3, 39.2, 16.7, 1.5, 0.3]"
加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,"[47.4, 41.6, 10.4, 0.6, 0.1]"
勇闯夺命岛 The Rock,"[43.5, 43.7, 11.9, 0.7, 0.1]"
名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダウン,"[41.8, 45.0, 12.6, 0.5, 0.1]"
吸血鬼猎人D Vampire Hunter D: Bloodlust,"[49.0, 37.9, 12.0, 0.9, 0.2]"
复仇者联盟4：终局之战 Avengers: Endgame,"[47.8, 34.6, 15.0, 1.8, 0.8]"
多罗罗 どろろ,"[52.5, 33.6, 11.8, 1.5, 0.5]"
大菩萨岭 大菩薩峠,"[44.3, 43.4, 10.9, 1.0, 0.4]"
头号玩家 Ready Player One,"[48.8, 37.7, 11.9, 1.2, 0.4]"
将军号 The General,"[60.4, 32.6, 6.3, 0.5, 0.1]"
异邦人：无皇刃谭 ストレンヂア 無皇刃譚,"[41.9, 43.3, 13.7, 1.0, 0.2]"
恶童 鉄コン筋クリート,"[47.4, 36.3, 13.7, 2.0, 0.6]"
惩罚者 第一季 The Punisher Season 1,"[48.6, 37.0, 12.2, 1.6, 0.6]"
攻壳机动队 攻殻機動隊,"[58.5, 32.2, 8.3, 0.7, 0.3]"
攻壳机动队2.0 攻殻機動隊2.0,"[58.2, 32.4, 8.6, 0.6, 0.3]"
攻壳机动队SSS 攻殻機動隊 STAND ALONE COMPLEX Solid State Society,"[54.5, 34.2, 10.3, 0.7, 0.3]"
敲开天堂的门 Knockin' on Heaven's Door,"[45.2, 39.7, 13.3, 1.5, 0.2]"
星际牛仔：天国之门 カウボーイビバップ 天国の扉,"[55.4, 34.4, 9.3, 0.7, 0.2]"
机动战士高达：逆袭的夏亚 機動戦士ガンダム：逆襲のシャア,"[63.8, 26.8, 8.2, 0.7, 0.6]"
杀死比尔整个血腥事件 Kill Bill: The Whole Bloody Affair,"[43.7, 41.1, 12.8, 1.6, 0.7]"
桥 Мост,"[50.5, 38.7, 10.1, 0.5, 0.2]"
椿三十郎,"[45.7, 45.1, 8.5, 0.4, 0.2]"
正义联盟：闪点悖论 Justice League: The Flashpoint Paradox,"[42.6, 43.0, 13.2, 0.9, 0.3]"
武林外传,"[79.4, 16.5, 3.4, 0.4, 0.2]"
海贼王剧场版9：冬季绽放的奇迹之樱 ONE PIECE エピソード オブ チョッパー プラス 冬に咲く、奇跡の桜,"[48.4, 36.2, 13.4, 1.6, 0.4]"
海贼王剧场版Z ONE PIECE FILM Z,"[46.3, 38.0, 14.1, 1.3, 0.3]"
游戏规则 La règle du jeu,"[39.7, 43.4, 14.9, 1.6, 0.4]"
火影忍者剧场版：博人传 BORUTO -NARUTO THE MOVIE-,"[40.6, 38.5, 17.6, 2.3, 0.9]"
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,"[47.4, 37.7, 12.6, 1.7, 0.6]"
盗信情缘 ポストマン・ブルース,"[41.0, 43.1, 13.5, 1.9, 0.4]"
碧血金沙 The Treasure of the Sierra Madre,"[42.1, 47.4, 9.6, 0.6, 0.2]"
神探,"[40.1, 44.5, 13.8, 1.4, 0.3]"
空之境界 第七章 杀人考察（后） 劇場版 空の境界 第七章 殺人考察（後）,"[60.2, 28.9, 9.4, 0.9, 0.5]"
红线 Redline,"[43.8, 39.1, 14.9, 1.6, 0.5]"
终结者2：审判日 Terminator 2: Judgment Day,"[46.5, 40.7, 12.1, 0.6, 0.1]"
罪恶之城 Sin City,"[42.4, 39.4, 15.6, 2.1, 0.6]"
蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,"[46.4, 40.3, 12.1, 0.9, 0.3]"
"蝙蝠侠：黑暗骑士归来(下) Batman: The Dark Knight Returns, Part 2","[52.5, 36.0, 10.5, 0.7, 0.3]"
西线无战事 All Quiet on the Western Front,"[46.0, 42.0, 11.1, 0.8, 0.2]"
谍影重重 The Bourne Identity,"[42.7, 43.6, 12.8, 0.7, 0.1]"
谍影重重2 The Bourne Supremacy,"[43.9, 44.4, 11.1, 0.5, 0.1]"
谍影重重3 The Bourne Ultimatum,"[49.7, 39.6, 10.1, 0.5, 0.1]"
超胆侠 第三季 Daredevil Season 3,"[72.1, 21.5, 4.8, 0.8, 0.8]"
超能陆战队 Big Hero 6,"[45.7, 41.9, 11.4, 0.8, 0.2]"
迪迦奥特曼：最终圣战 ウルトラマンティガ THE FINAL ODYSSEY,"[51.4, 34.3, 11.9, 1.6, 0.7]"
钢之炼金术师 鋼の錬金術師,"[69.1, 25.0, 5.3, 0.4, 0.2]"
银魂剧场版：新译红樱篇 劇場版 銀魂 新訳紅桜篇,"[63.8, 26.8, 8.4, 0.7, 0.3]"
阿凡达 Avatar,"[49.7, 36.8, 12.2, 1.0, 0.3]"
魁拔Ⅲ战神崛起,"[39.8, 39.9, 16.5, 2.5, 1.3]"
黑客帝国 The Matrix,"[57.5, 33.3, 8.5, 0.6, 0.2]"
黑客帝国2：重装上阵 The Matrix Reloaded,"[42.1, 42.9, 13.7, 1.0, 0.2]"
黑死病 第一季 La peste Season 1,"[45.8, 39.9, 12.7, 1.3, 0.3]"
黑鹰坠落 Black Hawk Down,"[45.4, 42.5, 11.2, 0.8, 0.2]"
Love Live! 剧场版 ラブライブ! The School Idol Movie,"[46.3, 32.4, 16.8, 2.7, 1.8]"
乱马OVA：邪恶之鬼 らんま1/2 SUPER 邪悪の鬼,"[40.5, 41.8, 16.8, 0.8, 0.1]"
五星物语 ファイブスター物語,"[42.9, 34.9, 18.6, 2.8, 0.8]"
亚人1：冲动 亜人 第1部 衝動,"[43.7, 43.1, 11.7, 1.1, 0.5]"
京骚戏画 京騒戯画,"[50.3, 34.6, 13.0, 1.5, 0.6]"
人狼,"[47.3, 39.0, 12.3, 1.1, 0.3]"
人间失格 剧场版 人間失格 ディレクターズカット版,"[43.0, 42.2, 13.0, 1.1, 0.7]"
伤物语2：热血篇 傷物語Ⅱ 熱血篇,"[41.7, 39.3, 15.6, 2.0, 1.3]"
伤物语3：冷血篇 傷物語Ⅲ 冷血篇,"[46.1, 37.8, 12.8, 2.4, 0.9]"
伦敦一家人 Ethel & Ernest,"[47.4, 41.1, 10.8, 0.5, 0.1]"
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,"[49.2, 40.4, 9.8, 0.4, 0.1]"
元气少女缘结神OVA：神明 幸福美满 神様はじめました 神様、幸せになる,"[69.5, 23.8, 5.8, 0.6, 0.2]"
元气少女缘结神OVA：神明，被丢弃/神明，去泡温泉 神様はじめました 神様、捨てられる/神様、温泉にいく,"[51.3, 36.1, 11.9, 0.6, 0.1]"
冬之蝉 冬の蝉,"[51.5, 34.9, 12.5, 0.7, 0.3]"
冰冻星球 Frozen Planet,"[88.8, 10.1, 0.9, 0.1, 0.1]"
冰菓OAD 氷菓OAD,"[41.0, 40.4, 16.3, 1.7, 0.5]"
凉宫春日的消失 涼宮ハルヒの消失,"[63.9, 26.5, 8.2, 1.0, 0.4]"
利兹与青鸟 リズと青い鳥,"[49.5, 33.8, 14.1, 2.1, 0.6]"
剧场版魔法少女小圆 前篇 起始的故事 劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,"[53.9, 34.2, 10.4, 1.0, 0.5]"
剧场版魔法少女小圆 后篇 永远的故事 劇場版 魔法少女まどか☆マギカ [後編] 永遠の物語,"[62.5, 29.3, 7.2, 0.4, 0.5]"
剧场版魔法少女小圆 新篇 叛逆的故事 劇場版 魔法少女まどか☆マギカ [新編] 叛逆の物語,"[61.5, 28.6, 8.2, 1.1, 0.6]"
原始星球 La planète sauvage,"[47.3, 41.2, 10.4, 0.9, 0.2]"
反叛的童谣 Revolting Rhymes,"[45.4, 43.1, 10.7, 0.7, 0.1]"
召唤恶魔阿萨谢尔OAD：海葵篇 よんでますよ、アザゼルさん。 イソギンチャク編,"[49.0, 38.2, 11.6, 0.8, 0.5]"
可玛猫 こま撮り映画・こまねこ,"[58.1, 30.1, 10.3, 1.0, 0.4]"
名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,"[56.9, 33.5, 8.9, 0.6, 0.1]"
命运石之门剧场版：负荷领域的既视感 劇場版 STEINS;GATE 負荷領域のデジャヴ,"[53.7, 32.4, 11.9, 1.4, 0.5]"
哆啦A梦：大雄与云之国 ドラえもん のび太と云の王国,"[44.6, 41.2, 13.4, 0.6, 0.1]"
哆啦A梦：大雄与梦幻三剑士 ドラえもん のび太と梦幻三剣士,"[41.8, 41.7, 15.4, 0.9, 0.3]"
哈尔的移动城堡 ハウルの動く城,"[59.7, 32.4, 7.3, 0.4, 0.1]"
哪吒闹海,"[60.0, 31.3, 8.0, 0.5, 0.1]"
四月一日灵异事件簿剧场版：仲夏夜之梦 劇場版xxxHOLiC 真夏ノ夜ノ夢,"[44.1, 41.4, 13.7, 0.6, 0.1]"
回忆三部曲 Memories,"[53.5, 36.6, 8.9, 0.7, 0.3]"
国王与小鸟 Le roi et l'oiseau,"[47.7, 37.9, 13.1, 1.0, 0.3]"
圣哥传 OAD 聖☆おにいさん OAD 聖☆松田さん／聖☆おにいさん,"[47.3, 40.6, 11.3, 0.6, 0.2]"
夏日大作战 サマーウォーズ,"[46.2, 38.3, 13.7, 1.5, 0.4]"
夏目友人帐 第五季 特别篇 一夜酒杯 夏目友人帳 伍 特別編 一夜盃,"[79.1, 17.7, 2.9, 0.2, 0.2]"
夏目友人帐 第五季 特别篇 游戏盛宴 夏目友人帳 伍 特別編 遊戯の宴,"[71.8, 22.8, 5.0, 0.2, 0.2]"
夏目友人帐 第六季 特别篇 梦幻的碎片 夏目友人帳 陸 特別編 夢幻のかけら,"[76.9, 19.3, 3.5, 0.1, 0.2]"
夏目友人帐 第六季 特别篇 铃响的残株 夏目友人帳 陸 特別編 鈴鳴るの切り株,"[81.2, 16.0, 2.6, 0.1, 0.2]"
夏目友人帐：曾几何时下雪之日 夏目友人帳 いつかゆきのひに,"[71.0, 23.4, 5.4, 0.2, 0.1]"
夏目友人帐：猫咪老师首次变身使者 夏目友人帳 ニャンコ先生とはじめてのおつかい,"[48.7, 33.4, 16.4, 1.4, 0.1]"
夏虫国,"[42.1, 38.8, 16.1, 2.2, 0.7]"
大闹天宫,"[72.7, 21.9, 4.8, 0.4, 0.2]"
大雄的怀念奶奶 おばあちゃんの思い出,"[78.0, 17.6, 3.7, 0.3, 0.4]"
天书奇谭,"[65.5, 27.8, 6.2, 0.4, 0.2]"
天元突破剧场版：红莲篇 劇場版 天元突破グレンラガン 紅蓮篇,"[50.2, 33.8, 13.3, 1.8, 0.9]"
天元突破剧场版：螺岩篇 劇場版 天元突破グレンラガン 螺巌篇,"[66.2, 24.3, 7.3, 1.3, 0.9]"
